humedad,velocidad_viento_kmh,rumbo_viento_grados,visibilidad_km,presion_mbar,lluvia,descripcion,temperatura
0.96,3.33,123.0,4.49,1010.9,si,Normal,12.13
0.93,3.49,108.0,5.92,1011.84,si,Cold,2.15
0.92,11.53,160.0,3.96,1014.3,si,Cold,0.69
0.85,11.74,182.0,8.42,1017.21,si,Normal,7.68
0.78,15.07,229.0,11.13,1008.69,si,Normal,13.78
0.58,15.63,149.0,16.1,1007.67,si,Warm,26.06
0.84,11.27,140.0,9.98,1018.1,si,Normal,17.78
0.5,17.48,321.0,10.35,1014.18,si,Normal,17.92
0.87,2.74,117.0,4.03,1013.94,si,Normal,12.04
0.84,14.49,190.0,6.12,1019.2,no,Cold,-6.11
1.0,5.12,241.0,3.96,1024.63,si,Cold,2.69
0.88,3.7,267.0,6.2,1035.25,no,Cold,-2.13
0.41,14.01,340.0,10.58,1018.39,si,Warm,22.68
0.84,15.92,50.0,9.06,1015.33,no,Cold,-0.07
0.31,4.38,151.0,9.98,1016.86,si,Warm,28.91
0.43,20.53,330.0,15.83,1016.21,si,Normal,11.11
0.58,10.79,141.0,9.98,1013.25,si,Warm,26.07
0.73,6.07,347.0,6.23,1019.02,no,Cold,-2.85
0.39,10.48,242.0,10.37,1015.2,si,Warm,27.21
0.51,16.41,284.0,10.03,1027.04,si,Cold,2.72
0.86,5.02,292.0,9.9,1019.22,si,Cold,2.29
0.54,10.55,181.0,9.98,1005.08,si,Warm,22.62
0.58,7.63,272.0,15.26,1014.21,si,Normal,11.3
0.93,21.86,300.0,9.98,1017.39,si,Normal,13.79
0.92,10.87,348.0,11.98,1015.93,si,Normal,16.23
0.6,14.73,197.0,13.75,1021.91,si,Warm,20.82
0.92,25.16,309.0,7.63,1013.91,si,Cold,1.08
0.52,16.2,1.0,10.58,1018.2,si,Warm,18.86
0.77,24.63,140.0,14.91,1007.63,si,Normal,4.91
0.93,7.87,162.0,11.27,1008.9,si,Normal,13.87
0.93,10.95,150.0,2.46,1032.89,no,Cold,-2.18
0.7,3.83,277.0,10.55,1019.65,si,Normal,5.1
0.79,17.11,141.0,16.05,1007.43,si,Cold,2.19
0.87,8.05,310.0,9.98,1020.3,si,Normal,16.11
0.85,32.43,301.0,14.96,1012.81,si,Normal,11.62
0.93,23.04,340.0,7.99,992.62,si,Normal,6.09
0.58,28.98,270.0,11.27,1011.1,si,Normal,16.11
0.82,12.65,108.0,9.74,1023.85,no,Cold,-1.22
0.89,3.49,45.0,15.55,1018.22,si,Cold,4.33
0.49,10.69,30.0,9.98,1017.05,si,Warm,20.01
0.82,12.78,111.0,6.57,1008.26,si,Cold,2.71
0.89,9.26,338.0,9.98,1019.06,si,Cold,2.89
0.93,6.46,263.0,14.33,1008.16,si,Normal,18.54
0.82,7.89,122.0,15.83,1022.85,si,Normal,5.0
0.96,11.21,309.0,1.37,1010.06,si,Normal,6.04
0.92,0.39,115.0,4.46,1021.89,si,Normal,8.52
0.93,6.01,229.0,11.98,1011.29,si,Normal,12.74
0.89,8.53,23.0,7.55,1028.56,no,Cold,-1.98
0.78,6.23,290.0,15.18,1017.43,si,Cold,1.63
0.85,11.06,205.0,11.69,1019.63,si,Cold,3.42
0.95,9.5,183.0,7.62,1019.85,si,Cold,0.52
0.73,13.36,61.0,14.88,1013.35,si,Warm,21.91
0.76,9.37,121.0,8.05,1023.09,si,Cold,3.86
0.57,1.03,208.0,11.21,1013.63,si,Normal,17.35
0.44,11.22,272.0,9.98,1010.0,si,Warm,20.9
0.6,3.24,294.0,9.98,1025.1,si,Normal,13.94
0.88,15.44,142.0,9.87,1011.8,si,Normal,8.99
0.61,14.09,131.0,9.98,1020.23,si,Normal,11.09
0.67,31.88,160.0,9.98,1009.86,si,Normal,12.17
0.84,10.63,166.0,8.63,1018.93,si,Cold,3.47
0.47,11.03,107.0,9.98,1007.24,si,Warm,28.72
0.73,10.87,165.0,11.41,1018.7,si,Normal,9.93
0.58,16.86,301.0,11.27,1009.43,si,Warm,23.77
0.9,3.36,279.0,15.83,1015.68,si,Normal,15.56
0.29,12.51,283.0,10.35,1028.24,si,Warm,22.59
0.82,3.49,275.0,14.33,1024.98,si,Cold,0.29
0.97,0.0,0.0,9.9,1023.01,si,Normal,16.11
1.0,9.03,197.0,8.05,1018.71,si,Normal,5.79
0.8,2.93,246.0,11.08,1005.57,si,Normal,7.26
0.93,6.44,310.0,9.98,1023.84,si,Normal,10.0
0.86,12.59,249.0,9.98,1008.77,si,Cold,2.26
0.49,3.96,188.0,11.08,1039.39,si,Cold,3.71
0.86,4.69,253.0,5.3,1021.28,si,Cold,2.17
0.82,5.76,334.0,15.55,1017.76,si,Normal,15.91
0.63,12.28,51.0,9.9,1033.87,no,Cold,-4.93
0.64,23.17,130.0,16.1,1006.84,si,Warm,24.91
0.89,6.44,160.0,9.9,1023.08,si,Normal,6.67
0.64,6.94,338.0,15.83,1011.15,si,Normal,18.47
0.99,5.3,197.0,3.49,1025.28,no,Cold,-7.6
0.96,6.09,348.0,7.97,1024.28,si,Normal,7.06
0.87,10.18,149.0,6.3,1019.64,si,Normal,4.68
0.97,4.33,131.0,9.84,1011.63,si,Normal,16.39
0.92,6.1,35.0,6.7,1021.34,si,Cold,3.45
0.67,17.26,150.0,9.98,1013.98,si,Normal,13.86
0.8,6.05,31.0,15.87,1011.34,si,Normal,17.64
0.79,12.98,180.0,9.1,1018.64,si,Normal,6.27
0.96,3.22,210.0,3.06,1021.3,si,Cold,2.22
0.87,4.8,72.0,8.26,1025.35,no,Cold,-0.56
0.49,10.95,143.0,9.98,1019.38,si,Warm,23.96
0.93,1.67,159.0,7.13,1009.56,si,Normal,16.14
0.93,9.29,245.0,5.35,1008.76,si,Normal,5.06
0.81,0.0,0.0,9.98,1015.3,si,Normal,17.22
0.99,20.22,20.0,3.9,1002.77,si,Cold,2.66
0.56,6.44,50.0,16.1,1020.03,si,Warm,22.6
0.45,11.7,338.0,14.76,1010.98,si,Warm,27.09
0.33,7.55,359.0,16.1,1015.61,si,Warm,32.19
0.81,4.86,262.0,9.98,1013.44,si,Normal,15.98
0.83,6.44,160.0,15.13,1020.1,si,Normal,10.56
0.78,11.01,271.0,15.83,1020.27,si,Normal,16.67
1.0,4.69,29.0,10.05,1020.01,si,Normal,8.87
0.73,7.28,39.0,15.55,1008.63,si,Normal,17.79
0.7,14.14,189.0,9.98,998.45,si,Normal,7.94
0.9,6.44,280.0,9.98,1014.4,si,Normal,18.33
0.86,14.3,10.0,11.08,1035.69,no,Cold,-2.69
0.92,3.03,17.0,0.47,1036.9,no,Cold,-3.83
0.92,12.11,313.0,4.3,1021.68,si,Cold,3.91
0.87,10.45,165.0,0.0,1021.08,si,Normal,13.0
0.99,11.77,159.0,0.03,1030.1,si,Cold,1.14
0.94,9.79,42.0,4.54,1023.22,si,Normal,6.71
0.92,13.7,136.0,5.23,1018.85,no,Cold,-3.12
0.43,9.87,185.0,9.98,1007.39,si,Warm,27.64
0.93,7.58,139.0,4.75,1027.41,si,Normal,4.88
0.62,14.01,21.0,16.1,1015.86,si,Normal,16.06
0.79,10.87,160.0,14.91,1017.89,si,Normal,7.83
0.49,32.18,141.0,16.1,1012.48,si,Warm,27.78
0.92,4.75,71.0,2.82,1011.64,si,Cold,0.05
0.69,28.34,12.0,15.83,1029.35,no,Cold,-8.32
0.32,26.56,189.0,10.37,1011.29,si,Warm,19.72
0.99,14.91,190.0,0.34,1014.35,si,Cold,2.22
0.82,3.99,338.0,14.52,1008.36,si,Cold,3.15
1.0,9.66,230.0,1.93,1025.1,si,Normal,6.11
0.72,19.29,349.0,9.9,1011.48,no,Cold,-3.07
0.73,19.22,343.0,15.83,1018.7,si,Warm,22.15
0.43,10.61,279.0,11.45,1020.34,si,Normal,17.14
0.86,3.7,283.0,9.98,1017.35,si,Normal,11.09
0.47,12.32,22.0,9.98,1020.12,si,Warm,26.11
0.72,29.35,159.0,9.98,1012.41,si,Normal,9.96
0.96,6.52,330.0,11.75,1015.47,si,Cold,2.78
0.78,13.59,301.0,16.1,1012.88,si,Normal,15.51
0.64,27.68,310.0,11.45,1014.51,si,Normal,12.84
0.77,4.8,127.0,9.9,1019.75,si,Normal,5.97
0.83,16.63,0.0,16.1,1016.73,si,Normal,9.91
0.55,3.24,184.0,11.4,1004.33,si,Warm,24.01
0.92,3.7,263.0,3.01,1033.21,si,Cold,1.11
0.86,1.61,310.0,9.98,1010.98,si,Normal,9.8
0.85,6.44,180.0,15.83,1025.34,no,Cold,-0.48
0.31,21.96,282.0,16.1,1019.87,si,Normal,16.02
0.95,13.99,201.0,4.81,1017.48,si,Cold,1.72
0.82,11.08,290.0,9.98,1021.67,si,Cold,3.84
0.56,14.23,181.0,10.26,1018.59,si,Normal,14.77
0.95,8.9,209.0,7.99,1020.46,no,Cold,-1.44
0.66,10.79,240.0,15.18,1021.95,si,Normal,14.48
0.87,22.12,319.0,11.13,1003.27,si,Normal,16.09
0.92,5.12,283.0,9.98,1022.03,si,Normal,11.23
0.38,17.58,159.0,9.98,1008.28,si,Warm,32.31
0.92,4.83,70.0,2.58,1027.2,no,Cold,-6.11
0.55,12.38,297.0,10.35,1005.1,si,Warm,27.61
0.92,5.01,356.0,3.93,0.0,no,Cold,0.0
0.29,3.53,192.0,16.1,1017.18,si,Warm,27.19
0.9,9.39,167.0,9.26,1019.45,si,Cold,2.67
0.85,17.47,309.0,9.98,1011.19,si,Normal,5.07
0.9,4.03,220.0,14.88,1017.22,si,Normal,11.37
0.96,5.1,355.0,5.76,1021.05,si,Cold,2.58
0.96,0.0,0.0,15.18,1025.63,si,Normal,9.53
0.57,13.8,291.0,16.1,1008.37,si,Warm,19.91
0.81,0.16,232.0,4.07,1042.91,no,Cold,-4.95
0.92,6.44,183.0,5.96,1030.7,si,Cold,1.6
0.8,3.54,172.0,7.73,1019.78,si,Cold,2.16
0.58,9.66,180.0,11.27,1000.5,si,Normal,16.11
0.74,6.44,180.0,16.1,1011.2,si,Normal,10.56
0.89,11.16,49.0,6.3,1013.99,si,Normal,8.29
0.48,20.93,210.0,9.98,1020.0,si,Warm,23.89
0.93,4.75,190.0,3.12,1036.27,no,Cold,-6.09
0.81,8.05,0.0,10.26,1010.95,si,Normal,17.16
0.3,31.91,221.0,15.55,1012.87,si,Warm,22.49
0.79,21.72,260.0,10.9,1020.21,si,Cold,1.09
1.0,6.15,160.0,2.5,1009.46,si,Normal,11.04
0.93,14.35,120.0,9.61,1018.72,si,Cold,4.4
0.65,8.34,132.0,9.63,1022.08,si,Warm,18.9
0.57,32.41,21.0,11.45,1012.09,si,Warm,24.08
0.87,4.7,129.0,9.9,1008.61,si,Normal,12.0
0.92,14.31,290.0,11.21,1007.87,si,Normal,17.16
0.47,11.95,333.0,11.27,1017.5,si,Warm,27.49
0.92,10.79,170.0,15.7,1023.66,si,Cold,4.56
0.64,5.06,275.0,9.98,1014.19,si,Warm,19.08
0.96,6.44,140.0,7.91,1011.12,si,Normal,14.88
0.72,5.81,347.0,9.61,1019.78,si,Normal,10.05
0.79,22.54,160.0,9.98,1020.1,si,Cold,2.22
0.93,9.56,178.0,0.64,1031.07,si,Cold,3.82
0.46,12.09,221.0,9.98,1013.49,si,Warm,19.88
0.64,3.36,113.0,9.98,1011.08,si,Normal,11.2
0.56,16.36,109.0,15.83,1006.71,si,Normal,9.81
0.64,10.45,11.0,9.98,1028.93,no,Cold,-2.85
0.96,6.67,330.0,15.83,1016.81,si,Normal,17.73
0.82,3.36,220.0,15.83,1023.61,si,Normal,6.23
0.67,33.28,228.0,9.98,1010.79,si,Normal,8.96
0.66,11.41,300.0,9.98,0.0,si,Normal,8.99
0.82,9.68,18.0,11.03,1026.77,si,Normal,10.93
0.77,19.67,298.0,11.08,1012.56,si,Warm,18.92
0.75,3.06,275.0,11.21,1016.83,si,Normal,5.05
0.64,20.38,329.0,15.83,1018.5,si,Normal,10.53
0.84,11.45,348.0,14.33,1020.12,no,Cold,-3.11
0.46,15.75,31.0,9.98,1022.06,si,Warm,30.02
0.71,27.77,160.0,11.04,988.61,si,Normal,8.72
0.73,19.35,254.0,9.63,1010.84,no,Cold,-2.52
0.84,19.77,139.0,9.6,1019.79,si,Normal,8.18
0.8,13.19,269.0,14.33,1029.62,si,Cold,4.38
0.9,3.72,292.0,7.91,1017.21,si,Normal,12.69
0.76,8.44,189.0,9.98,1015.01,si,Normal,11.54
0.93,12.88,150.0,8.05,1017.4,si,Normal,6.11
0.94,4.67,312.0,3.14,1014.51,si,Warm,18.85
0.99,9.37,212.0,3.16,1007.45,no,Cold,-0.21
0.93,3.2,197.0,3.59,1017.32,si,Cold,1.03
0.81,6.34,130.0,15.18,1016.9,si,Normal,16.26
0.89,9.31,147.0,14.96,1021.13,si,Normal,8.47
0.85,6.79,317.0,15.83,1017.51,si,Cold,4.1
0.41,31.28,319.0,15.83,1013.75,si,Warm,22.71
0.77,13.81,0.0,10.26,1024.96,si,Normal,9.86
0.99,2.3,166.0,4.2,1025.52,si,Normal,5.03
0.96,14.35,301.0,6.02,1005.13,si,Normal,10.37
1.0,3.22,180.0,0.32,1014.4,si,Normal,6.11
0.86,10.85,118.0,6.81,1017.67,si,Cold,4.28
0.75,5.26,327.0,14.96,1018.66,si,Normal,6.31
1.0,6.44,190.0,1.22,1027.03,si,Normal,6.12
0.73,9.24,70.0,9.9,1017.81,si,Normal,16.02
0.77,6.3,172.0,15.83,1012.78,si,Normal,13.34
0.59,1.48,214.0,11.27,1022.32,si,Cold,1.07
0.87,10.3,129.0,13.97,1022.56,si,Cold,3.16
0.53,5.3,26.0,11.21,1011.77,si,Warm,27.48
0.73,14.04,75.0,10.35,1010.64,si,Warm,19.51
0.9,15.94,193.0,11.69,1015.73,si,Normal,6.01
0.51,16.92,249.0,11.27,1010.57,si,Warm,27.19
0.33,4.65,306.0,9.98,1022.27,si,Warm,25.02
0.82,3.2,159.0,12.22,1017.59,si,Warm,19.33
0.46,15.38,260.0,10.05,1010.42,si,Warm,24.83
0.9,6.6,255.0,14.17,1002.89,no,Cold,-0.1
0.8,15.65,198.0,7.87,1015.79,si,Normal,6.39
0.93,11.27,90.0,8.05,1003.7,si,Normal,11.11
0.93,6.67,303.0,14.96,1019.31,si,Normal,9.42
0.96,10.18,192.0,1.19,1029.08,si,Normal,7.83
0.85,3.2,289.0,11.21,1013.59,si,Normal,11.07
0.92,6.44,160.0,6.12,1018.9,si,Cold,3.89
0.79,7.5,160.0,10.21,1011.79,si,Normal,17.57
0.81,8.48,49.0,9.71,1019.33,si,Cold,2.75
0.62,7.76,353.0,11.27,1013.09,si,Warm,30.04
0.65,10.77,317.0,11.32,1005.66,si,Normal,9.24
0.49,14.49,310.0,9.98,1016.6,si,Warm,27.78
0.85,12.61,272.0,11.13,1021.13,si,Cold,2.18
0.45,11.19,152.0,9.98,1017.85,si,Warm,28.94
0.78,15.92,270.0,9.98,1017.99,si,Cold,1.18
0.73,23.06,279.0,15.55,1004.12,si,Normal,10.01
0.99,10.75,100.0,0.37,1031.68,no,Cold,-1.18
0.93,6.23,18.0,9.71,1024.99,si,Normal,9.44
0.82,3.56,213.0,6.12,1028.02,si,Cold,0.24
0.77,17.71,150.0,6.12,1016.4,no,Cold,-5.56
0.67,11.27,340.0,16.1,1017.0,si,Normal,17.78
0.89,24.78,151.0,9.98,1007.87,si,Normal,6.16
0.58,14.04,11.0,11.21,1006.66,si,Warm,25.02
0.96,6.55,349.0,3.35,1017.36,si,Cold,4.09
0.97,0.0,0.0,9.9,1013.42,si,Warm,20.0
0.63,17.44,51.0,15.83,1025.39,no,Cold,-1.18
0.92,6.41,315.0,14.96,1016.96,si,Normal,8.83
0.92,16.1,340.0,8.05,1005.5,si,Cold,1.11
0.26,7.71,229.0,9.98,1008.77,si,Warm,34.01
0.18,3.67,172.0,9.98,1021.7,si,Warm,20.16
0.91,12.3,99.0,10.14,1003.02,si,Normal,12.74
0.95,9.64,135.0,14.22,990.12,si,Normal,9.44
0.74,16.21,302.0,11.27,1002.51,si,Warm,22.01
0.86,0.0,0.0,14.81,1024.01,si,Cold,4.54
0.81,11.27,150.0,16.1,1011.5,si,Normal,16.11
0.67,14.49,10.0,9.98,1023.1,no,Cold,-7.22
0.84,11.25,166.0,10.0,1021.56,si,Normal,13.26
0.46,13.36,306.0,10.26,1010.09,si,Normal,12.24
0.77,15.5,150.0,8.05,1013.82,si,Normal,9.97
0.78,19.35,302.0,10.35,1012.81,si,Warm,20.11
0.27,15.91,249.0,10.26,1012.54,si,Warm,32.66
0.73,10.93,204.0,11.69,1021.76,si,Normal,8.3
1.0,14.49,190.0,0.48,1021.0,no,Cold,-2.22
0.78,17.24,160.0,9.9,1021.66,si,Normal,15.07
0.35,9.66,270.0,9.98,1000.5,si,Normal,17.78
0.63,23.3,330.0,11.45,1014.16,si,Normal,12.74
0.65,9.64,281.0,10.35,1015.09,si,Normal,16.08
0.93,9.52,140.0,0.18,1021.17,si,Normal,10.0
0.9,9.79,137.0,5.25,1019.24,si,Cold,2.75
0.93,3.22,320.0,14.91,1021.33,si,Normal,13.03
0.81,4.86,338.0,9.98,1018.4,si,Normal,16.98
0.8,14.04,191.0,6.49,1022.39,si,Normal,5.82
0.54,25.5,1.0,10.05,1011.82,si,Warm,27.02
0.76,6.28,340.0,16.1,1018.76,si,Normal,16.04
1.0,10.45,150.0,0.76,1016.3,si,Normal,12.76
0.42,8.74,267.0,10.35,1015.82,si,Warm,32.08
0.9,1.61,170.0,9.98,1020.11,si,Normal,12.89
0.76,10.87,0.0,8.13,1001.94,si,Normal,7.78
0.83,7.82,20.0,9.98,1018.32,si,Normal,12.62
0.51,24.38,130.0,9.98,1002.42,si,Warm,22.78
0.87,3.16,187.0,8.13,1019.1,no,Cold,-2.27
0.81,6.41,181.0,14.33,1019.7,si,Normal,11.46
0.67,3.35,210.0,6.58,1027.43,si,Normal,10.99
0.64,23.8,29.0,10.8,1026.56,no,Cold,-0.09
0.78,13.59,139.0,8.05,1014.94,si,Normal,10.49
0.7,7.53,211.0,10.82,1008.39,si,Warm,19.77
0.93,0.0,0.0,15.83,1014.12,si,Normal,16.53
0.88,12.06,88.0,8.05,1007.42,si,Normal,10.79
0.9,9.58,167.0,9.64,1020.0,si,Cold,0.82
0.92,0.0,0.0,2.69,1023.5,si,Cold,3.82
0.74,3.22,40.0,16.1,1022.61,si,Warm,20.42
0.95,3.06,217.0,9.9,1010.96,si,Normal,9.39
0.34,12.22,200.0,9.98,1017.31,si,Warm,25.97
0.73,29.12,30.0,10.21,1024.3,si,Cold,2.18
0.52,12.27,128.0,9.98,1008.15,si,Warm,25.81
0.25,23.12,1.0,16.1,1027.85,si,Normal,15.12
0.34,13.06,330.0,9.98,1014.44,si,Normal,17.4
0.83,14.49,10.0,11.27,1014.1,si,Normal,7.78
0.34,10.96,222.0,9.98,1022.17,si,Warm,30.0
0.65,16.1,170.0,9.98,1013.3,si,Warm,18.89
0.76,10.46,140.0,16.05,1021.09,si,Normal,14.84
0.87,8.16,181.0,11.27,1014.95,si,Normal,14.91
0.93,3.16,84.0,9.98,1010.97,si,Warm,18.83
0.76,9.56,226.0,9.98,1006.25,si,Cold,4.34
0.57,4.46,73.0,10.05,1011.07,si,Normal,17.63
0.51,10.84,21.0,9.98,1023.33,si,Normal,13.96
0.78,4.09,119.0,14.72,1018.22,si,Normal,16.56
0.75,12.75,106.0,14.96,1011.15,si,Warm,20.68
0.67,15.31,150.0,11.27,1021.52,si,Normal,16.02
0.92,13.62,359.0,5.39,1005.72,si,Cold,0.67
0.56,10.92,21.0,15.83,1023.36,si,Normal,9.38
0.92,6.23,131.0,6.87,1024.25,no,Cold,-1.23
0.57,6.44,20.0,16.1,1018.1,si,Warm,20.56
1.0,15.57,271.0,2.59,1010.69,si,Normal,9.91
0.68,9.32,100.0,9.98,1011.72,si,Warm,18.84
0.84,4.36,154.0,11.45,1008.17,si,Normal,12.48
0.61,13.8,130.0,15.13,1015.51,si,Warm,25.97
0.93,8.95,330.0,9.9,1032.69,si,Cold,1.11
0.92,10.92,141.0,2.93,1008.14,si,Cold,4.38
0.71,24.2,348.0,9.76,1014.03,si,Warm,21.73
0.75,17.55,140.0,9.98,1014.18,si,Normal,8.16
0.73,7.65,142.0,14.91,1006.88,si,Warm,18.98
0.79,3.41,199.0,0.0,1018.8,si,Normal,7.87
0.45,2.56,337.0,11.21,1008.78,si,Warm,32.11
0.54,7.37,344.0,10.35,1020.84,si,Warm,18.93
0.9,4.73,19.0,11.98,1015.93,si,Warm,22.62
0.81,26.48,329.0,11.13,999.65,si,Normal,11.94
0.34,19.85,282.0,9.98,1018.54,si,Warm,27.08
0.93,5.3,289.0,6.02,1015.45,si,Normal,7.11
0.61,25.84,232.0,10.35,1005.96,si,Normal,14.94
0.96,10.92,139.0,4.2,1021.23,si,Normal,7.85
1.0,11.21,312.0,10.95,1006.92,si,Normal,16.09
0.46,14.91,290.0,11.4,1016.35,si,Warm,24.97
0.88,3.25,161.0,4.31,1004.52,si,Normal,7.06
0.63,15.86,295.0,13.65,1015.13,si,Warm,22.84
0.6,9.9,9.0,15.18,1021.5,si,Normal,15.36
0.75,4.64,20.0,10.67,1022.19,si,Normal,12.61
0.96,6.38,319.0,15.73,1014.15,si,Normal,12.27
0.84,4.14,147.0,11.04,1010.33,si,Normal,17.6
0.93,12.56,110.0,7.91,991.41,si,Normal,17.02
0.85,11.08,71.0,6.3,1016.02,si,Cold,1.04
0.61,11.01,128.0,15.83,1014.49,si,Warm,23.67
0.69,21.64,316.0,9.98,1001.03,si,Normal,5.05
0.67,4.89,159.0,16.1,1018.59,si,Normal,13.98
0.9,3.69,291.0,15.83,1022.88,si,Normal,8.04
0.5,10.4,164.0,15.55,1021.96,si,Warm,19.17
0.42,9.6,131.0,9.98,1019.65,si,Warm,23.84
0.89,6.39,198.0,14.91,1011.09,si,Cold,3.86
0.66,7.45,154.0,11.03,1030.96,no,Cold,-6.94
0.95,10.88,321.0,3.11,1013.47,si,Cold,3.79
0.52,0.0,0.0,9.98,1019.4,si,Normal,17.22
0.74,3.32,143.0,11.27,1014.08,si,Warm,20.98
0.69,1.96,340.0,15.55,1008.97,si,Warm,22.01
0.89,2.96,148.0,14.81,1021.02,si,Normal,10.06
0.58,4.83,210.0,11.27,1007.0,si,Warm,25.0
0.37,4.38,8.0,15.55,1031.02,si,Normal,11.1
0.86,40.8,310.0,11.27,1006.16,si,Normal,5.83
0.52,7.55,222.0,11.45,1013.89,si,Warm,28.46
0.68,11.27,20.0,9.98,1025.11,si,Normal,15.98
0.42,20.08,290.0,9.98,1007.71,si,Warm,25.0
0.83,6.02,40.0,15.83,1029.24,si,Normal,9.99
0.93,4.88,240.0,8.26,1013.87,si,Normal,8.39
0.64,4.6,140.0,10.05,1031.66,si,Cold,2.22
0.88,10.24,137.0,10.22,1019.2,si,Normal,17.07
0.78,2.25,68.0,14.96,1017.52,si,Normal,15.79
0.75,2.96,298.0,7.97,1024.0,si,Normal,12.15
0.49,29.5,312.0,10.35,1014.22,si,Warm,20.89
0.92,16.79,11.0,9.98,1033.75,si,Cold,1.62
0.46,14.06,190.0,16.1,1010.43,si,Warm,19.01
0.49,16.49,339.0,11.45,1012.33,si,Warm,32.38
0.43,12.12,304.0,15.55,1010.08,si,Warm,30.99
0.86,8.23,34.0,2.69,1022.32,si,Normal,6.01
0.81,13.33,209.0,11.0,1016.58,si,Cold,0.08
0.93,9.13,192.0,10.66,1007.71,si,Normal,5.82
0.57,19.27,190.0,10.35,1009.33,si,Normal,9.07
0.85,1.61,290.0,4.99,1024.9,si,Cold,2.22
0.8,3.35,172.0,15.18,1012.58,si,Warm,21.41
0.44,12.38,0.0,15.55,1029.96,si,Normal,9.15
0.45,16.71,90.0,15.83,1020.18,si,Normal,17.92
0.48,14.49,10.0,11.27,1012.7,si,Cold,3.89
0.8,10.61,131.0,14.91,1017.8,si,Normal,12.67
0.79,16.07,49.0,11.27,1020.66,si,Normal,6.16
0.83,15.47,30.0,9.98,1017.15,si,Normal,8.82
0.81,16.99,69.0,15.83,1013.21,no,Cold,-2.81
0.92,14.46,281.0,16.1,1011.74,no,Cold,-0.69
0.99,4.23,264.0,2.11,1017.22,si,Cold,1.3
0.96,10.56,38.0,1.58,1024.73,si,Cold,1.13
0.28,15.65,20.0,16.1,1019.73,si,Warm,31.13
0.65,23.15,160.0,11.21,990.53,si,Normal,17.78
0.92,4.17,197.0,14.33,1008.37,si,Warm,19.62
0.74,10.56,314.0,11.08,1015.5,si,Warm,25.89
0.66,30.59,150.0,9.98,1007.8,si,Normal,11.11
0.71,10.26,170.0,15.83,1000.81,si,Warm,23.54
0.61,12.69,300.0,9.98,1016.45,si,Cold,3.74
0.93,11.09,312.0,11.98,1015.44,si,Warm,18.89
0.93,3.14,148.0,15.83,1015.88,si,Normal,16.62
0.53,10.59,218.0,11.45,1020.85,si,Warm,25.91
0.63,14.22,202.0,15.83,1014.4,si,Normal,10.14
0.65,33.47,338.0,15.83,1006.6,si,Normal,10.68
0.35,11.25,258.0,10.37,1010.9,si,Warm,30.92
0.98,9.13,171.0,3.83,1033.15,si,Normal,6.46
0.86,6.44,70.0,9.98,1020.86,si,Normal,8.33
0.75,31.59,332.0,10.22,1011.05,si,Normal,12.19
0.68,10.72,90.0,11.27,1013.67,si,Warm,25.16
1.0,3.43,17.0,7.13,1001.0,si,Normal,16.98
0.72,14.15,110.0,11.21,1013.16,si,Normal,14.94
0.89,5.89,142.0,8.34,1016.67,si,Normal,16.95
0.38,14.41,209.0,15.55,1016.55,si,Warm,22.18
0.87,10.48,294.0,15.18,1024.6,si,Normal,12.86
0.34,26.08,241.0,10.35,1007.45,si,Normal,7.34
0.54,33.21,20.0,9.98,1041.25,no,Cold,-5.05
0.79,6.7,359.0,9.98,1019.2,si,Normal,14.53
0.84,4.83,100.0,3.06,1040.8,no,Cold,-5.0
0.77,6.44,140.0,16.1,1025.2,no,Cold,-5.56
0.58,11.38,212.0,11.27,1013.91,si,Warm,23.84
0.36,13.52,120.0,15.83,1017.44,si,Normal,7.08
0.4,12.83,340.0,9.98,1014.23,si,Warm,23.86
0.6,8.36,125.0,10.35,1027.9,si,Normal,7.31
0.44,23.09,159.0,15.13,1014.68,si,Normal,16.08
0.76,11.06,340.0,16.05,1027.25,si,Cold,4.44
0.76,35.97,51.0,5.92,1028.02,no,Cold,0.0
0.48,14.41,2.0,9.98,1018.99,si,Warm,28.96
0.59,17.24,160.0,15.83,1002.46,si,Normal,11.16
0.73,26.82,138.0,11.21,1008.07,si,Normal,6.94
0.88,0.37,300.0,8.05,1027.92,no,Cold,-1.2
0.77,3.8,344.0,15.55,1017.11,si,Normal,12.83
0.49,14.02,61.0,16.1,1016.51,si,Normal,16.99
0.95,11.21,310.0,15.83,1011.96,si,Normal,14.83
0.96,19.58,98.0,7.91,995.44,si,Normal,4.86
0.4,1.59,246.0,15.55,1014.95,si,Warm,21.96
0.93,2.77,197.0,3.19,1038.49,no,Cold,-3.98
0.58,12.8,160.0,16.1,1009.65,si,Warm,26.18
0.95,5.33,331.0,14.96,1016.06,si,Normal,13.54
0.59,8.81,322.0,9.98,1009.73,si,Warm,27.73
0.61,10.93,160.0,15.83,1014.62,si,Normal,17.2
0.91,5.86,334.0,14.96,1016.86,si,Normal,12.99
0.86,17.24,149.0,5.88,1012.13,si,Cold,0.02
0.82,16.95,212.0,8.13,1011.1,si,Normal,8.84
0.86,11.19,359.0,16.1,1011.79,si,Normal,13.31
0.93,6.15,60.0,9.98,1021.47,si,Normal,16.69
0.81,9.68,181.0,10.05,1015.26,si,Cold,4.09
0.88,6.67,300.0,9.76,1018.09,no,Cold,-2.33
0.71,15.2,139.0,9.76,1022.18,si,Cold,2.01
